audio,sentence,path,total_words,num_english_words,num_hindi_words,CMI,duration_sec,WPM,speech_rate,code_switch_count,hi_to_en_switch,en_to_hi_switch
/home/upes/Objectives/Children_Audio/CH05125.wav,क्या आप इस image को describe कर सकते हैं इसके बारे में आपका क्या thought है,/home/upes/Objectives/Children_Audio/CH05125.wav,16,3,13,18.75,5.1741875,185.54,3.09,6,3,3
/home/upes/Objectives/Children_Audio/CH05130.wav,और वो अभी lunch कर रहे हैं,/home/upes/Objectives/Children_Audio/CH05130.wav,7,1,6,14.29,3.1960625,131.41,2.19,2,1,1
/home/upes/Objectives/Children_Audio/CH06005.wav,लोगों को बताते हैं की जन्माष्टमी में ऐसा होता है,/home/upes/Objectives/Children_Audio/CH06005.wav,10,0,10,0.0,3.026,198.28,3.3,0,0,0
/home/upes/Objectives/Children_Audio/CH06016.wav,UPES हैं यहां पे मुझे देहरादून बहुत best city लगती है देहरादून बहुत best,/home/upes/Objectives/Children_Audio/CH06016.wav,14,4,10,28.57,5.089125,165.06,2.75,4,2,2
/home/upes/Objectives/Children_Audio/CH06018.wav,mango हैं mango,/home/upes/Objectives/Children_Audio/CH06018.wav,3,2,1,33.33,1.371125,131.28,2.19,2,1,1
/home/upes/Objectives/Children_Audio/CH06019.wav,इसलिए अच्छा लगता है क्यूँकि एक तो mango राजा है और उसका स्वाद,/home/upes/Objectives/Children_Audio/CH06019.wav,13,1,12,7.69,4.4866875,173.85,2.9,2,1,1
/home/upes/Objectives/Children_Audio/CH06020.wav,और कभी-कभी मौसमो में खाने को मिलता है वह,/home/upes/Objectives/Children_Audio/CH06020.wav,9,0,9,0.0,3.099125,174.24,2.9,0,0,0
/home/upes/Objectives/Children_Audio/CH06042.wav,जो कोई दुखी भी होगा उसका मन भी खुश हो जाए बहुत best,/home/upes/Objectives/Children_Audio/CH06042.wav,13,1,12,7.69,3.3546875,232.51,3.88,1,1,0
/home/upes/Objectives/Children_Audio/CH07001.wav,मुझे दीपावली पसंद है उसमें हम रात को पटाखे फोड़ते हैं,/home/upes/Objectives/Children_Audio/CH07001.wav,11,0,11,0.0,6.4551875,102.24,1.7,0,0,0
/home/upes/Objectives/Children_Audio/CH07021.wav,चिंटू और राजू दोनों ही,/home/upes/Objectives/Children_Audio/CH07021.wav,5,0,5,0.0,2.70625,110.85,1.85,0,0,0
/home/upes/Objectives/Children_Audio/CH07027.wav,इसे सुनकर दोनों ने सोचा कि यह उसका next adventure spot हो सकता है,/home/upes/Objectives/Children_Audio/CH07027.wav,14,3,11,21.43,11.4285625,73.5,1.23,2,1,1
/home/upes/Objectives/Children_Audio/CH07029.wav,bags में कुछ snacks और पानी pack किया,/home/upes/Objectives/Children_Audio/CH07029.wav,8,3,5,37.5,5.306,90.46,1.51,5,2,3
/home/upes/Objectives/Children_Audio/CH07032.wav,उन्होंने हिम्मत नहीं हारी,/home/upes/Objectives/Children_Audio/CH07032.wav,4,0,4,0.0,2.838125,84.56,1.41,0,0,0
/home/upes/Objectives/Children_Audio/CH07036.wav,चिंटू और राजू ने,/home/upes/Objectives/Children_Audio/CH07036.wav,4,0,4,0.0,1.48175,161.97,2.7,0,0,0
/home/upes/Objectives/Children_Audio/CH07043.wav,चिंटू और राजू ने इस,/home/upes/Objectives/Children_Audio/CH07043.wav,5,0,5,0.0,1.8585625,161.42,2.69,0,0,0
/home/upes/Objectives/Children_Audio/CH07044.wav,secret को समझा और एक दूसरे,/home/upes/Objectives/Children_Audio/CH07044.wav,6,1,5,16.67,4.8350625,74.46,1.24,1,0,1
/home/upes/Objectives/Children_Audio/CH07051.wav,वीर बड़े भाई,/home/upes/Objectives/Children_Audio/CH07051.wav,3,0,3,0.0,2.70625,66.51,1.11,0,0,0
/home/upes/Objectives/Children_Audio/CH07053.wav,एक गर्मी के दिन के दोपहर में,/home/upes/Objectives/Children_Audio/CH07053.wav,7,0,7,0.0,5.8900625,71.31,1.19,0,0,0
/home/upes/Objectives/Children_Audio/CH07061.wav,उन्होंने forest के अंदर और गहरा,/home/upes/Objectives/Children_Audio/CH07061.wav,6,1,5,16.67,3.76125,95.71,1.6,2,1,1
/home/upes/Objectives/Children_Audio/CH08003.wav,My favourite festival is holi,/home/upes/Objectives/Children_Audio/CH08003.wav,5,5,0,0.0,1.9526875,153.63,2.56,0,0,0
/home/upes/Objectives/Children_Audio/CH08007.wav," Can you describe about movie, cartoon recently what",/home/upes/Objectives/Children_Audio/CH08007.wav,8,8,0,0.0,3.4409375,139.5,2.32,0,0,0
/home/upes/Objectives/Children_Audio/CH08018.wav,बोला है कि हम जाएंगे,/home/upes/Objectives/Children_Audio/CH08018.wav,5,0,5,0.0,1.4629375,205.07,3.42,0,0,0
/home/upes/Objectives/Children_Audio/CH08030.wav,"एक छोटे से गाँव में दो  friends  रहते थे,चिंटू और राजू",/home/upes/Objectives/Children_Audio/CH08030.wav,11,1,10,9.09,3.441,191.8,3.2,2,1,1
/home/upes/Objectives/Children_Audio/CH08037.wav,As they walked through the jungle,/home/upes/Objectives/Children_Audio/CH08037.wav,6,6,0,0.0,2.4236875,148.53,2.48,0,0,0
/home/upes/Objectives/Children_Audio/CH08046.wav,इस गुफा का राज है... साथ निभाना,/home/upes/Objectives/Children_Audio/CH08046.wav,7,0,7,0.0,2.911,144.28,2.4,0,0,0
/home/upes/Objectives/Children_Audio/CH08053.wav,अलवीदा,/home/upes/Objectives/Children_Audio/CH08053.wav,1,0,1,0.0,0.7470625,80.31,1.34,0,0,0
/home/upes/Objectives/Children_Audio/CH08062.wav,that spoke of a hidden portal to a magical world.,/home/upes/Objectives/Children_Audio/CH08062.wav,10,10,0,0.0,3.7046875,161.96,2.7,0,0,0
/home/upes/Objectives/Children_Audio/CH08064.wav,इस छुपी गुफा को ढूंढने की एक यात्रा पर निकलने का फैसला किया।,/home/upes/Objectives/Children_Audio/CH08064.wav,13,0,13,0.0,6.09475,127.98,2.13,0,0,0
/home/upes/Objectives/Children_Audio/CH08067.wav,abandoned house खोज निकाला।,/home/upes/Objectives/Children_Audio/CH08067.wav,4,2,2,50.0,2.64975,90.57,1.51,1,0,1
/home/upes/Objectives/Children_Audio/CH08085.wav, फिर हम आगे जब बढ़ते हैं तो,/home/upes/Objectives/Children_Audio/CH08085.wav,7,0,7,0.0,1.7266875,243.24,4.05,0,0,0
/home/upes/Objectives/Children_Audio/CH08087.wav,"फिर जब हम आगे जाते हैं,जब हम घर पहुँचते हैं",/home/upes/Objectives/Children_Audio/CH08087.wav,10,0,10,0.0,2.2918125,261.8,4.36,0,0,0
/home/upes/Objectives/Children_Audio/CH08091.wav,"जब हम कहीं घूमने जाते हैं, तब हम इस dish ",/home/upes/Objectives/Children_Audio/CH08091.wav,10,1,9,10.0,2.2164375,270.7,4.51,1,1,0
/home/upes/Objectives/Children_Audio/CH08095.wav,कि क्यों नहीं खाया फिर  parents दूसरी चीज़ लाकर के देते हैं फिर कहते हैं,/home/upes/Objectives/Children_Audio/CH08095.wav,15,1,14,6.67,4.0413125,222.7,3.71,2,1,1
/home/upes/Objectives/Children_Audio/CH08096.wav,"इसको खाओ,फिर तब हम खाकर के तब जाके हम आराम से बैठते हैं",/home/upes/Objectives/Children_Audio/CH08096.wav,13,0,13,0.0,4.4959375,173.49,2.89,0,0,0
/home/upes/Objectives/Children_Audio/CH08104.wav,"पेड़ों के तने कटे हुए होते हैं,उसके ऊपर से कूदना",/home/upes/Objectives/Children_Audio/CH08104.wav,10,0,10,0.0,2.8193125,212.82,3.55,0,0,0
/home/upes/Objectives/Children_Audio/CH10004.wav,ये festival march में आने वाला है,/home/upes/Objectives/Children_Audio/CH10004.wav,7,2,5,28.57,1.90575,220.39,3.67,2,1,1
/home/upes/Objectives/Children_Audio/CH10007.wav,मेरा favourite cartoon doaremon है,/home/upes/Objectives/Children_Audio/CH10007.wav,5,3,2,40.0,1.6855625,177.98,2.97,2,1,1
/home/upes/Objectives/Children_Audio/CH10010.wav,उसका नाम है doaremon,/home/upes/Objectives/Children_Audio/CH10010.wav,4,1,3,25.0,1.5283125,157.04,2.62,1,1,0
/home/upes/Objectives/Children_Audio/CH10011.wav,इस cartoon में doaremon nobita की help करता है हर मुसीबत से,/home/upes/Objectives/Children_Audio/CH10011.wav,12,4,8,33.33,3.2896875,218.87,3.65,6,3,3
/home/upes/Objectives/Children_Audio/CH10018.wav,बहुत तेज कभी-कभी बारीश होती है,/home/upes/Objectives/Children_Audio/CH10018.wav,6,0,6,0.0,2.3460625,153.45,2.56,0,0,0
/home/upes/Objectives/Children_Audio/CH10032.wav,"हमेशा पास,हमेशा साथ।",/home/upes/Objectives/Children_Audio/CH10032.wav,3,0,3,0.0,2.2831875,78.84,1.31,0,0,0
/home/upes/Objectives/Children_Audio/CH10039.wav,"As they walked through the jungle,they feel as",/home/upes/Objectives/Children_Audio/CH10039.wav,8,8,0,0.0,5.2398125,91.61,1.53,0,0,0
/home/upes/Objectives/Children_Audio/CH10044.wav,के राज़ पता,/home/upes/Objectives/Children_Audio/CH10044.wav,3,0,3,0.0,2.4405,73.76,1.23,0,0,0
/home/upes/Objectives/Children_Audio/CH10046.wav,उन्हें गुफा का secret थोड़ा और समझ आने लगा,/home/upes/Objectives/Children_Audio/CH10046.wav,9,1,8,11.11,4.7995,112.51,1.88,2,1,1
/home/upes/Objectives/Children_Audio/CH10059.wav,वीर and दिया वीर बड़ा भाई known,/home/upes/Objectives/Children_Audio/CH10059.wav,7,2,5,28.57,4.1389375,101.48,1.69,3,2,1
/home/upes/Objectives/Children_Audio/CH10078.wav,इसके पापा ने इसको कुछ दिलाया तो ये बहुत खुश है।,/home/upes/Objectives/Children_Audio/CH10078.wav,11,0,11,0.0,2.4404375,270.44,4.51,0,0,0
/home/upes/Objectives/Children_Audio/CH11011.wav,My hometown is dehradun,/home/upes/Objectives/Children_Audio/CH11011.wav,4,4,0,0.0,2.2660625,105.91,1.77,0,0,0
/home/upes/Objectives/Children_Audio/CH11014.wav,the food,/home/upes/Objectives/Children_Audio/CH11014.wav,2,2,0,0.0,0.933625,128.53,2.14,0,0,0
/home/upes/Objectives/Children_Audio/CH11021.wav,"एक छोटे से गाँव में दो  friends  रहते थे, चिंटू और राजू। ",/home/upes/Objectives/Children_Audio/CH11021.wav,12,1,11,8.33,4.81875,149.42,2.49,2,1,1
/home/upes/Objectives/Children_Audio/CH11026.wav,कि उनके पास के गाँव,/home/upes/Objectives/Children_Audio/CH11026.wav,5,0,5,0.0,2.785,107.72,1.8,0,0,0
/home/upes/Objectives/Children_Audio/CH11029.wav,"So, चिंटू और राजू ने अपने ",/home/upes/Objectives/Children_Audio/CH11029.wav,6,1,5,16.67,2.714875,132.6,2.21,1,0,1
/home/upes/Objectives/Children_Audio/CH11052.wav,अनोखी गुफा की कहानी,/home/upes/Objectives/Children_Audio/CH11052.wav,4,0,4,0.0,1.761125,136.28,2.27,0,0,0
/home/upes/Objectives/Children_Audio/CH11059.wav,"and Diya,छोटी बहन,admired for her creativity.",/home/upes/Objectives/Children_Audio/CH11059.wav,6,4,2,33.33,4.412,81.6,1.36,2,1,1
/home/upes/Objectives/Children_Audio/CH11066.wav,Deciphering the symbols,/home/upes/Objectives/Children_Audio/CH11066.wav,3,3,0,0.0,1.9715,91.3,1.52,0,0,0
/home/upes/Objectives/Children_Audio/CH11075.wav,city के किनारे एक old abandoned house खोज निकाला।,/home/upes/Objectives/Children_Audio/CH11075.wav,9,4,5,44.44,5.6603125,95.4,1.59,3,1,2
/home/upes/Objectives/Children_Audio/CH12018.wav,दोनो बच्चे बहुत मस्ती करते थे,/home/upes/Objectives/Children_Audio/CH12018.wav ,6,0,6,0.0,,,,0,0,0
/home/upes/Objectives/Children_Audio/CH12019.wav,उनकी friendship बिल्कुल चुटकियों की तरह थी-,/home/upes/Objectives/Children_Audio/CH12019.wav,7,1,6,14.29,3.1265,134.34,2.24,2,1,1
/home/upes/Objectives/Children_Audio/CH12027.wav,पानी pack किया और गुफा की तरफ चले गए ,/home/upes/Objectives/Children_Audio/CH12027.wav ,9,1,8,11.11,,,,2,1,1
/home/upes/Objectives/Children_Audio/CH12037.wav,तुम दोनों यहाँ,/home/upes/Objectives/Children_Audio/CH12037.wav,3,0,3,0.0,1.23525,145.72,2.43,0,0,0
/home/upes/Objectives/Children_Audio/CH12049.wav,दोस्ती और साथ में,/home/upes/Objectives/Children_Audio/CH12049.wav,4,0,4,0.0,1.5756875,152.31,2.54,0,0,0
/home/upes/Objectives/Children_Audio/CH12051.wav,हमेशा समझें! अलविदा!,/home/upes/Objectives/Children_Audio/CH12051.wav,3,0,3,0.0,2.1178125,84.99,1.42,0,0,0
/home/upes/Objectives/Children_Audio/CH12059.wav,excited by the,/home/upes/Objectives/Children_Audio/CH12059.wav,3,3,0,0.0,1.1595625,155.23,2.59,0,0,0
/home/upes/Objectives/Children_Audio/CH12060.wav,"by their discovery, they spend hours",/home/upes/Objectives/Children_Audio/CH12060.wav,6,6,0,0.0,2.3448125,153.53,2.56,0,0,0
/home/upes/Objectives/Children_Audio/CH12063.wav,to a magical world.,/home/upes/Objectives/Children_Audio/CH12063.wav,4,4,0,0.0,0.9830625,244.14,4.07,0,0,0
/home/upes/Objectives/Children_Audio/CH14008.wav,गाय और इधर से उधर होते है हमारे गांव में गायों को पोषा जाता हैं अच्छे से रखा जाता हैं,/home/upes/Objectives/Children_Audio/CH14008.wav,20,0,20,0.0,4.3590625,275.29,4.59,0,0,0
/home/upes/Objectives/Children_Audio/CH14016.wav,ये santa claus की तरह पेड़ जो होता है वही है।,/home/upes/Objectives/Children_Audio/CH14016.wav,11,2,9,18.18,3.352625,196.86,3.28,2,1,1
/home/upes/Objectives/Children_Audio/CH15002.wav,my favourite festival होली है,/home/upes/Objectives/Children_Audio/CH15002.wav,5,3,2,40.0,2.3460625,127.87,2.13,1,0,1
/home/upes/Objectives/Children_Audio/CH15010.wav,इसमें मुझे kiko और super speedo सबसे ज़्यादा पसंद आये।,/home/upes/Objectives/Children_Audio/CH15010.wav,10,3,7,30.0,3.25825,184.15,3.07,4,2,2
/home/upes/Objectives/Children_Audio/CH15031.wav,"welcome चिंटू और राजू, मैं हूं गुफा का राजा, तुम दोनों को यहां के राज पता चलेंगे",/home/upes/Objectives/Children_Audio/CH15031.wav,17,1,16,5.88,7.66175,133.13,2.22,1,0,1
/home/upes/Objectives/Children_Audio/CH15032.wav,राम और च्याम ने राजा के दिये गए job पूरे किये और हर job के बाद उन्हें cave का secret थोड़ा और समझ में आने लगा,/home/upes/Objectives/Children_Audio/CH15032.wav,26,4,22,15.38,9.64325,161.77,2.7,8,4,4
/home/upes/Objectives/Children_Audio/CH15040.wav,वीर बड़े brother अपनी जिग्यासा के लिए जाना जाता था,/home/upes/Objectives/Children_Audio/CH15040.wav,10,1,9,10.0,3.7615,159.51,2.66,2,1,1
/home/upes/Objectives/Children_Audio/CH15059.wav,इस image को देखकर मुझे अपने बच्पन की याद आती है क्योंकि यह दोनों भाई खाना खा रहे हैं।,/home/upes/Objectives/Children_Audio/CH15059.wav,19,1,18,5.26,7.221375,157.86,2.63,2,1,1
/home/upes/Objectives/Children_Audio/CH15069.wav,इसमें एक आदमी है जो की mountains की तरफ trees काटे हैं,/home/upes/Objectives/Children_Audio/CH15069.wav,12,2,10,16.67,7.66175,93.97,1.57,4,2,2
/home/upes/Objectives/Children_Audio/CH15070.wav,इसने ये सारे trees काटे हैं,/home/upes/Objectives/Children_Audio/CH15070.wav,6,1,5,16.67,2.8493125,126.35,2.11,2,1,1
/home/upes/Objectives/Children_Audio/CH15076.wav,"जिसने भी यह christmas tree सजाया है, बहुत ही अच्छा लग रहा है।",/home/upes/Objectives/Children_Audio/CH15076.wav,13,2,11,15.38,3.7300625,209.11,3.49,2,1,1
/home/upes/Objectives/Children_Audio/CH15077.wav,इसमें red और green bulb हैं,/home/upes/Objectives/Children_Audio/CH15077.wav,6,3,3,50.0,3.352625,107.38,1.79,4,2,2
/home/upes/Objectives/Children_Audio/CH16004.wav,तो इसमें मैं अपने मामा और के घर गई क्योंकि वहां मेरा एक छोटा भाई है,/home/upes/Objectives/Children_Audio/CH16004.wav,16,0,16,0.0,3.5413125,271.09,4.52,0,0,0
/home/upes/Objectives/Children_Audio/CH16008.wav,और पूजा वगैरह करी और उसके बाद सब अपने अपने घर चले गए,/home/upes/Objectives/Children_Audio/CH16008.wav,13,0,13,0.0,4.1075,189.9,3.16,0,0,0
/home/upes/Objectives/Children_Audio/CH16015.wav,वो दोनो साथ में रहते हैं।,/home/upes/Objectives/Children_Audio/CH16015.wav,6,0,6,0.0,1.7485,205.89,3.43,0,0,0
/home/upes/Objectives/Children_Audio/CH16034.wav,तो मेरी favourite dish है राजमा,/home/upes/Objectives/Children_Audio/CH16034.wav,6,2,4,33.33,2.660625,135.31,2.26,2,1,1
/home/upes/Objectives/Children_Audio/CH16035.wav,राजमा चावल क्योंकि उस dish में,/home/upes/Objectives/Children_Audio/CH16035.wav,6,1,5,16.67,3.91875,91.87,1.53,2,1,1
/home/upes/Objectives/Children_Audio/CH16041.wav,तो मम्मी उसे grind करती है उसके बाद उसे,/home/upes/Objectives/Children_Audio/CH16041.wav,9,1,8,11.11,2.7235625,198.27,3.3,2,1,1
/home/upes/Objectives/Children_Audio/CH16063.wav,steadily the secret of the cave began to unfold.,/home/upes/Objectives/Children_Audio/CH16063.wav,9,9,0,0.0,4.26475,126.62,2.11,0,0,0
/home/upes/Objectives/Children_Audio/CH16101.wav,"तो दोनों ही cute से हैं, एक तो रो रहा और एक की रोने वाली शकल हो रखी",/home/upes/Objectives/Children_Audio/CH16101.wav,18,1,17,5.56,4.4220625,244.23,4.07,2,1,1
/home/upes/Objectives/Children_Audio/CH16111.wav,और पीछे एक mountain है जो कि बहुत बड़ा है,/home/upes/Objectives/Children_Audio/CH16111.wav,10,1,9,10.0,4.076,147.2,2.45,2,1,1
/home/upes/Objectives/Children_Audio/CH16113.wav,ये christmas tree है,/home/upes/Objectives/Children_Audio/CH16113.wav,4,2,2,50.0,1.4025,171.12,2.85,2,1,1
/home/upes/Objectives/Children_Audio/CH16122.wav,जो की white colour की wall के आगे है और एक table के उपर रख़ा हुआ है,/home/upes/Objectives/Children_Audio/CH16122.wav,17,4,13,23.53,3.824375,266.71,4.45,6,3,3
/home/upes/Objectives/Children_Audio/CH17001.wav,movie या cartoon के बारे में बता सकते हैं आपने देखा हो।,/home/upes/Objectives/Children_Audio/CH17001.wav,12,2,10,16.67,5.3026875,135.78,2.26,3,1,2
/home/upes/Objectives/Children_Audio/CH17025.wav,आपको वह place क्यों पसंद है?,/home/upes/Objectives/Children_Audio/CH17025.wav,6,1,5,16.67,2.503375,143.81,2.4,2,1,1
/home/upes/Objectives/Children_Audio/CH17047.wav,यह थी Ram और Shyam की अनोखी cave story।,/home/upes/Objectives/Children_Audio/CH17047.wav,9,3,6,33.33,4.26475,126.62,2.11,6,3,3
/home/upes/Objectives/Children_Audio/CH17053.wav,"की अटारी की खोज कर रहे थे,उन्हें एक dust old book मिली",/home/upes/Objectives/Children_Audio/CH17053.wav,12,3,9,25.0,9.265875,77.7,1.3,2,1,1
/home/upes/Objectives/Children_Audio/CH17063.wav,"होकर,उन्होंने forest में और गहराई में प्रवेश किया",/home/upes/Objectives/Children_Audio/CH17063.wav,8,1,7,12.5,5.4914375,87.41,1.46,2,1,1
/home/upes/Objectives/Children_Audio/CH17074.wav,इसमें दो बच्चे हैं एक बच्चा रो रहा है और एक उदास हो रखा है क्यूंकि मतलब वो healthy food खा रहे हैं,/home/upes/Objectives/Children_Audio/CH17074.wav,23,2,21,8.7,7.221375,191.1,3.18,2,1,1
/home/upes/Objectives/Children_Audio/CH17077.wav,तो वहाँ पीछे park type का है कुछ और वहां पे झूले भी हैं ball भी है एक,/home/upes/Objectives/Children_Audio/CH17077.wav,18,3,15,16.67,6.5923125,163.83,2.73,4,2,2
/home/upes/Objectives/Children_Audio/CH17078.wav,इस image में एक बच्चा हंस रहा है और उसने cap पहन राखी है उसके पीछे बहुत सारे लोग दिख रहे हैं,/home/upes/Objectives/Children_Audio/CH17078.wav,22,2,20,9.09,7.2528125,182.0,3.03,4,2,2
/home/upes/Objectives/Children_Audio/CH18008.wav,और मैं हम अलग अलग जगह पे घूमने गए,/home/upes/Objectives/Children_Audio/CH18008.wav,9,0,9,0.0,1.8723125,288.41,4.81,0,0,0
/home/upes/Objectives/Children_Audio/CH18035.wav,school में थोड़ी देर रहते थे फिर वापस चले जाते थे,/home/upes/Objectives/Children_Audio/CH18035.wav,11,1,10,9.09,2.7923125,236.36,3.94,1,0,1
/home/upes/Objectives/Children_Audio/CH18047.wav,"Welcome,Ram और Shyam! मैं हूं गुफा का raja.",/home/upes/Objectives/Children_Audio/CH18047.wav,8,3,5,37.5,3.1108125,154.3,2.57,4,2,2
/home/upes/Objectives/Children_Audio/CH18054.wav,"यह cave उन लोगों के लिए है,जो friendship में और love में",/home/upes/Objectives/Children_Audio/CH18054.wav,12,3,9,25.0,3.74775,192.12,3.2,6,3,3
/home/upes/Objectives/Children_Audio/CH18082.wav,आप इस image  को describe कर सकते हैं? इसके बारे में क्या thoughts हैं?,/home/upes/Objectives/Children_Audio/CH18082.wav,14,3,11,21.43,4.20775,199.63,3.33,6,3,3
/home/upes/Objectives/Children_Audio/CH18099.wav,और इसने एक cap भी पहन राखी है,/home/upes/Objectives/Children_Audio/CH18099.wav,8,1,7,12.5,1.872375,256.36,4.27,2,1,1
/home/upes/Objectives/Children_Audio/CH18102.wav,इसके बारे में आपके क्या thoughts हैं?,/home/upes/Objectives/Children_Audio/CH18102.wav,7,1,6,14.29,1.6423125,255.74,4.26,2,1,1
/home/upes/Objectives/Children_Audio/CH18105.wav,उसे उड़ाने की कोशिश कर रहा है और पीछे हवा चल रही है,/home/upes/Objectives/Children_Audio/CH18105.wav,13,0,13,0.0,2.9869375,261.14,4.35,0,0,0
/home/upes/Objectives/Children_Audio/CH19013.wav,कई सालों बाद जाते हैं तो मजा ही आएगा किसको बुरा लगता है अपने गांव  में और भी बहुत सारी चीजे होती है,/home/upes/Objectives/Children_Audio/CH19013.wav,23,0,23,0.0,6.8439375,201.64,3.36,0,0,0
/home/upes/Objectives/Children_Audio/CH19029.wav,"किए और हर job के बाद,उन्होने cave का secret थोड़ा",/home/upes/Objectives/Children_Audio/CH19029.wav,10,3,7,30.0,6.560875,91.45,1.52,6,3,3
/home/upes/Objectives/Children_Audio/CH19055.wav,और अपने सामान का अडेसा लेके ही खड़ा है बेचारे को,/home/upes/Objectives/Children_Audio/CH19055.wav,11,0,11,0.0,3.321125,198.73,3.31,0,0,0
/home/upes/Objectives/Children_Audio/CH19062.wav,एक तो रो रहा है और एक उसको रोता हुआ देख,/home/upes/Objectives/Children_Audio/CH19062.wav,11,0,11,0.0,2.8179375,234.21,3.9,0,0,0
